   2.0000000000000001E-004  -8.9621300234099868E-004  -1.9659124015492001E-007   5.7538211620893578E-010   4.0522368939541620        6.4348007768205600E-008   1.4630865719658385E-009
   4.0000000000000002E-004   1.7849050205291511E-005  -7.8179124715857514E-007   1.9015300959225755E-009   4.1624500386504328        2.5075189599648909E-007   5.7598306429465347E-009
   6.0000000000000006E-004   1.3392714991428865E-003  -1.7518546981704200E-006   3.2159875463603894E-009   4.2724398990116859        5.4377391104762475E-007   1.2716418542301393E-008
   8.0000000000000004E-004   3.0334028880208579E-003  -3.1044019266174191E-006   3.4170293263641556E-009   4.3688920869924068        9.2181753498948428E-007   2.2124364707902925E-008
   1.0000000000000000E-003   5.0606402653291405E-003  -4.8388375958630760E-006   1.0926626803605331E-009   4.4392811370190381        1.3589283357748291E-006   3.3756545007199568E-008
   1.2000000000000001E-003   7.3784104346325428E-003  -6.9565618197604697E-006  -5.4462165964678709E-009   4.4736407428233278        1.8269785220998801E-006   4.7382814452783667E-008
   1.4000000000000000E-003   9.9429382026683093E-003  -9.4608947056022820E-006  -1.8130170432553024E-008   4.4659695349818262        2.2981330771759072E-006   6.2783453857863497E-008
   1.6000000000000001E-003   1.2710629105741236E-002  -1.2356658664853790E-005  -3.9094547656984309E-008   4.4150507225562805        2.7474477382217099E-006   7.9759017520127280E-008
   1.8000000000000002E-003   1.5638959270933644E-002  -1.5649396671361853E-005  -7.0642955383316649E-008   4.3245553805771637        3.1553989380270001E-006   9.8135679814653193E-008
   2.0000000000000000E-003   1.8686845059159352E-002  -1.9344244238612661E-005  -1.1521162099594224E-007   4.2024230036007175        3.5101072192734685E-006   1.1776581579834189E-007
   2.2000000000000001E-003   2.1814546376387800E-002  -2.3444512488496035E-005  -1.7533495925318864E-007   4.0596471311813334        3.8090017719187877E-006   1.3852419503388521E-007
   2.4000000000000002E-003   2.4983225512563760E-002  -2.7950073495796382E-005  -2.5361226998748481E-007   3.9087013062575258        4.0596935149621958E-006   1.6030071601035522E-007
   2.6000000000000003E-003   2.8154326373311167E-002  -3.2855662380585633E-005  -3.5267520444065288E-007   3.7618895621956305        4.2798803472782201E-006   1.8299098055362447E-007
